NU_ANO;ID_TURMA;TP_MEDIACAO_DIDATICO_PEDAGO;NU_DIAS_ATIVIDADE;TP_ETAPA_ENSINO;IN_REGULAR;IN_EJA;IN_PROFISSIONALIZANTE;QT_MATRICULAS;CO_ENTIDADE
2019;71;1;5;14;1;0;0;10.463639765745;11000010
2019;72;1;5;18;;0;;24.2428661949234;11000010
2019;73;1;5;2;0;0;0;20.3947903532535;11000010
2019;74;1;1;3;1;0;1;15.6329452423379;11000010
2019;75;1;5;;1;0;0;20.0002660942264;11000010
2019;76;1;5;2;1;1;0;14.8658749440219;11000010
2019;77;1;5;15;1;0;0;15.4764207990374;11000010
2019;78;1;5;2;1;0;0;17.0907973838039;11000011
2019;79;1;5;21;1;0;0;34.0117925456725;11000011
2019;80;1;5;20;1;0;0;36.2911315010861;11000011
2019;81;1;5;14;1;1;;35.241673221346;11000011
2019;82;1;5;19;1;0;0;3.20443925447762;11000011
2019;83;1;5;2;1;0;0;19.580720955506;11000011
2019;84;1;2;27;1;0;0;31.7641933637206;11000011
2019;85;1;2;2;1;0;0;21.7183993782382;11000012
2019;86;1;1;14;1;0;0;15.7840080223978;11000012
2019;87;1;5;;1;0;0;45.5270223161206;11000012
2019;88;1;5;27;1;0;0;39.3681892198511;11000012
2019;89;1;1;16;;0;0;17.0956739028916;11000012
2019;90;1;5;25;1;0;0;13.5151212059427;11000012
2019;91;1;5;2;0;0;0;0.573293510824442;11000012
2019;92;1;5;1;1;;0;23.1064231405035;11000013
2019;93;1;5;26;1;0;;8.45495670591481;11000013
2019;94;1;5;14;1;0;0;30.6270062390249;11000013
2019;95;1;5;14;1;;0;0.220826892182231;11000013
2019;96;1;5;56;1;;0;18.9931441333611;11000013
2019;97;1;1;;1;0;0;14.2960641512182;11000013
2019;98;1;5;2;1;0;0;27.2941092811525;11000013
2019;99;1;5;;1;0;0;12.8117530550808;11000014
2019;100;1;5;17;1;0;0;30.5057204156183;11000014
2019;101;1;5;17;1;0;0;22.957501838333;11000014
2019;102;1;5;22;1;0;0;32.2557693832787;11000014
2019;103;1;5;2;1;0;0;14.3759818773251;11000014
2019;104;1;5;;1;0;0;33.7684324496659;11000014
2019;105;1;5;15;1;0;;19.3462416776456;11000014
2019;106;1;5;16;1;0;0;16.9846129477955;11000015
2019;107;1;5;20;;0;0;0.565024157986045;11000015
2019;108;1;5;22;1;1;;31.4637451929739;11000015
2019;109;1;5;25;1;0;0;18.1047323767561;11000015
2019;110;1;5;1;1;0;;7.57932933652774;11000015
2019;111;1;3;14;1;0;0;15.0023219713476;11000015
2019;112;1;5;18;;0;0;14.2495734153781;11000015
2019;113;1;5;15;1;0;0;12.8311469594482;11000016
2019;114;1;5;25;;0;0;22.6753094614251;11000016
2019;115;1;5;2;1;0;;32.0177671880228;11000016
2019;116;1;5;14;1;0;0;28.3886110726744;11000016
2019;117;1;5;18;1;0;;7.92920836387202;11000016
2019;118;1;5;21;1;0;0;31.2288120880257;11000016
2019;119;1;4;18;1;0;0;40.9183125784621;11000016
2019;120;1;5;71;0;0;0;27.421358169755;11000017
2019;121;1;5;71;0;0;0;2.80390140367672;11000017
2019;122;1;5;16;1;0;1;9.91649947268888;11000017
2019;123;1;5;14;1;;0;12.8497481953818;11000017
2019;124;1;5;;;0;;8.86787263117731;11000017
2019;125;1;5;1;1;0;0;28.4974872724852;11000017
2019;126;1;5;16;1;0;;25.3892820581095;11000017
2019;127;1;5;41;1;0;;13.0902577054221;11000018
2019;128;1;1;26;1;0;0;6.7676023603417;11000018
2019;129;1;5;20;1;0;0;0.655675565358251;11000018
2019;130;1;5;;1;0;0;10.1691673011519;11000018
2019;131;1;5;2;1;0;;22.250717753428;11000018
2019;132;1;5;;1;0;0;27.4612226933241;11000018
2019;133;1;5;1;1;;0;2.16020900057629;11000018
2019;134;1;6;14;1;0;0;28.6809455698822;11000019
2019;135;1;5;19;1;0;0;24.7445189256687;11000019
2019;136;1;5;2;1;0;0;17.0488123924006;11000019
2019;137;1;5;21;1;;;20.3956974998582;11000019
2019;138;1;2;;1;0;0;31.4470649763243;11000019
2019;139;1;5;16;1;;0;27.7327245470369;11000019
2019;140;1;5;70;1;0;0;27.9135834451299;11000019
2019;141;1;5;27;1;0;0;31.4906465066597;11000020
2019;142;1;5;2;1;0;0;10.003423958784;11000020
2019;143;1;1;16;1;0;;8.69885913119651;11000020
2019;144;1;5;21;1;0;0;5.13145620469004;11000020
2019;145;1;1;26;1;;;28.9554841649951;11000020
2019;146;1;1;70;1;0;0;31.7494887534995;11000020
2019;147;1;5;17;1;0;0;11.0044876220636;11000020
2019;148;1;5;22;1;0;0;29.3793204522226;11000021
2019;149;1;5;19;1;0;0;43.0707860346884;11000021
2019;150;1;5;69;1;0;0;45.2905506668612;11000021
2019;151;1;5;20;1;0;0;15.4535091926809;11000021
2019;152;1;5;19;1;0;0;13.1746802714188;11000021
2019;153;1;5;15;1;0;0;27.1529753333889;11000021
2019;154;1;5;2;1;0;0;27.0327938070986;11000021
2019;155;1;5;17;1;;0;15.399461284047;11000022
2019;156;1;5;20;1;0;0;45.9701389078982;11000022
2019;157;1;5;14;1;0;0;12.9839297805447;11000022
2019;158;1;5;41;1;0;0;17.2802646076307;11000022
2019;159;1;5;19;1;0;0;43.9813175685704;11000022
2019;160;1;5;;;0;;27.1335592920659;11000022
2019;161;1;5;15;1;0;0;20.6158329106402;11000022
2019;162;1;5;16;1;0;0;1.73212911002338;11000023
2019;163;1;5;15;1;0;0;30.6437334618531;11000023
2019;164;1;5;56;1;0;0;11.7170333887916;11000023
2019;165;1;1;26;1;0;0;32.1614658858161;11000023
2019;166;1;5;26;1;0;0;28.9666271491442;11000023
2019;167;1;5;17;1;1;0;29.5180250386475;11000023
2019;168;1;5;15;1;0;0;17.5812832058873;11000023
2019;169;1;5;71;1;;1;18.4583046289627;11000024
2019;170;1;5;26;;0;;32.440960704349;11000024
2019;171;1;5;18;1;0;0;27.5918057441013;11000024
2019;172;1;1;71;1;0;0;25.2651643772842;11000024
2019;173;1;5;17;1;0;0;16.0308298203163;11000024
2019;174;1;5;2;1;0;0;14.0912956502289;11000024
2019;175;1;5;1;1;0;0;10.4886264845263;11000024
2019;176;1;5;26;1;0;0;11.5827126989607;11000025
2019;177;1;1;16;1;0;0;33.3737028468167;11000025
2019;178;1;5;3;1;0;0;15.9151665950194;11000025
2019;179;1;5;2;;0;0;9.5955040587578;11000025
2019;180;1;5;15;1;0;;31.4154387849849;11000025
2019;181;1;5;;1;0;0;14.0931010202039;11000025
2019;182;1;5;;1;0;0;26.562130959006;11000025
2019;183;1;5;19;1;0;0;13.9521369619761;11000026
2019;184;1;5;21;1;;1;30.0455927251605;11000026
2019;185;1;5;17;1;0;;16.6027290411294;11000026
2019;186;1;5;17;1;;0;25.1815483459504;11000026
2019;187;1;5;26;1;0;0;16.3058640495874;11000026
2019;188;1;5;19;1;0;0;0.40598907507956;11000026
2019;189;1;2;19;1;0;0;29.2898607553216;11000026
2019;190;1;5;27;1;0;;31.2109899889911;11000027
2019;191;1;5;18;1;0;0;22.7550412780838;11000027
2019;192;1;5;26;1;0;0;17.5937477827538;11000027
2019;193;1;5;;;0;0;12.4877385564614;11000027
2019;194;1;5;1;1;0;0;18.4001727066934;11000027
2019;195;1;5;18;0;0;0;0.489826016128063;11000027
2019;196;1;5;15;1;0;0;40.3400463825092;11000027
2019;197;1;5;2;0;0;0;22.0679908364546;11000028
2019;198;1;5;18;1;0;0;16.7729138724972;11000028
2019;199;1;5;19;1;0;0;27.9483040610794;11000028
2019;200;1;5;17;1;0;0;0.434369083959609;11000028
2019;201;1;5;14;1;0;1;15.1500748018734;11000028
2019;202;1;5;25;1;0;;19.0980472499505;11000028
2019;203;1;5;21;1;0;0;7.55200938344933;11000028
2019;204;1;5;16;1;0;0;3.1623726664111;11000029
2019;205;1;5;26;1;1;0;7.69006996788085;11000029
2019;206;1;5;1;1;0;;3.84011142188683;11000029
2019;207;1;5;1;0;0;0;38.1379194189794;11000029
2019;208;1;5;16;1;0;0;11.8009871956892;11000029
2019;209;1;5;3;1;1;;5.61778265051544;11000029
2019;210;1;5;;1;0;0;26.1723148184828;11000029
2019;211;1;5;21;1;0;0;0.710911836940795;11000030
2019;212;1;5;2;1;1;0;25.2995633959072;11000030
2019;213;1;5;18;1;0;0;44.3686023522168;11000030
2019;214;1;2;20;1;0;0;28.5183223147178;11000030
2019;215;1;5;41;;0;0;25.482048660866;11000030
2019;216;1;5;1;1;1;0;32.5758721146267;11000030
2019;217;1;1;1;1;0;;22.2901592289563;11000030
